"","datetime","country","shape"
"21572",2020-12-21,"us","light"
"25860",2020-12-07,"us","light"
"51369",2020-05-08,"us","light"
"62742",2020-07-14,"us","light"
"65533",2020-07-02,NA,"light"
"67772",2020-07-30,"us","light"
"69583",2020-07-04,"us","light"
"79251",2020-08-04,"us","light"
"77518",2020-08-26,"us","light"
"2769",2019-10-17,"us","light"
"6888",2019-10-04,"us","light"
"75763",2020-08-20,"us","light"
"14531",2020-11-26,"us","light"
"32666",2020-02-04,NA,"light"
"20673",2020-12-16,NA,"light"
"13015",2020-11-21,"us","light"
"80158",2020-08-07,NA,"light"
"80159",2020-08-07,NA,"light"
"69625",2020-07-04,"us","light"
"68473",2020-07-03,NA,"light"
"85830",2020-09-24,NA,"light"
"33763",2020-03-10,"gb","light"
"19503",2020-01-21,"us","light"
"66651",2019-07-26,"us","light"
"74209",2020-08-15,"us","light"
"84587",2020-09-20,"us","light"
"66730",2020-07-26,"ca","light"
"25381",2020-01-25,"us","light"
"16465",2020-01-15,"us","light"
"17788",2020-11-08,"us","light"
"27100",2020-01-03,"us","light"
"46796",2020-05-13,"us","light"
"52456",2019-06-01,"us","light"
"61096",2020-07-10,"us","light"
"74425",2020-08-16,"us","light"
"76661",2020-08-23,"us","light"
"79348",2020-08-04,"us","light"
"80694",2020-08-09,"us","light"
"32934",2020-02-06,"us","light"
"87717",2020-09-04,NA,"light"
"79208",2020-08-04,NA,"light"
"2104",2019-10-15,NA,"light"
"6427",2020-10-31,NA,"light"
"15323",2020-11-30,NA,"light"
"23732",2020-12-30,NA,"light"
"25774",2020-01-27,NA,"light"
"29122",2020-02-12,NA,"light"
"36546",2020-03-02,NA,"light"
"38374",2020-03-03,NA,"light"
"45672",2020-04-09,NA,"light"
"48431",2020-05-21,NA,"light"
"48763",2020-05-22,NA,"light"
"51441",2020-05-08,NA,"light"
"60041",2020-06-06,NA,"light"
"62293",2019-07-13,NA,"light"
"65100",2020-07-20,NA,"light"
"66431",2020-07-25,NA,"light"
"66853",2020-07-26,NA,"light"
"69619",2020-07-04,NA,"light"
"85666",2020-09-23,NA,"light"
"35414",2020-03-16,"us","light"
"62877",2020-07-14,"us","light"
"81381",2019-09-01,"us","light"
"45597",2020-04-09,"us","light"
"82868",2019-09-15,"us","light"
"17591",2020-11-07,NA,"light"
"66631",2020-07-25,"us","light"
"72462",2020-08-01,"us","light"
"46054",2020-05-11,NA,"light"
"15862",2020-01-13,"us","light"
"80081",2020-08-07,"us","light"
"6858",2020-10-03,"us","light"
"54750",2019-06-15,"us","light"
"82032",2020-09-12,"us","light"
"38377",2020-03-03,"ca","light"
"18989",2020-12-11,NA,"light"
"40761",2020-04-14,"us","light"
"70138",2019-07-06,"us","light"
"34167",2020-03-01,NA,"light"
"44306",2020-04-30,NA,"light"
"79213",2020-08-04,NA,"light"
"1257",2020-10-12,"us","light"
"2438",2020-10-15,"us","light"
"13260",2020-11-02,"us","light"
"68443",2020-07-03,"us","light"
"77237",2020-08-25,"us","light"
"78746",2020-08-31,"us","light"
"45058",2020-04-06,"ca","light"
"56302",2020-06-20,"ca","light"
"64892",2019-07-20,"ca","light"
"78294",2020-08-29,"ca","light"
"80289",2020-08-08,"ca","light"
"10518",2020-11-15,"us","light"
"79709",2020-08-06,"us","light"
"351",2020-10-11,"us","light"
"10000",2020-11-13,"us","light"
"32310",2020-02-28,"us","light"
"34946",2020-03-14,"us","light"
"50979",2019-05-06,"us","light"
"59853",2020-06-05,"us","light"
"66754",2020-07-26,"us","light"
"30528",2020-02-19,NA,"light"
"9483",2020-11-01,"us","light"
"9484",2020-11-01,"us","light"
"57584",2020-06-25,"us","light"
"69037",2020-07-04,"us","light"
"32993",2020-02-06,"us","light"
"62509",2020-07-13,"us","light"
"62511",2020-07-13,"us","light"
"68342",2020-07-03,"us","light"
"32476",2020-02-03,"us","light"
"87737",2020-09-04,"us","light"
"70905",2020-07-08,"us","light"
"37375",2020-03-26,"us","light"
"46305",2020-05-01,"us","light"
"77962",2020-08-28,"us","light"
"62223",2020-07-12,NA,"light"
"57423",2020-06-24,"us","light"
"83835",2020-09-18,NA,"light"
"5228",2020-10-26,"us","light"
"45622",2020-04-09,"us","light"
"78464",2020-08-30,"us","light"
"15181",2020-11-29,"us","light"
"81227",2020-09-11,NA,"light"
"46359",2020-05-01,"us","light"
"70433",2019-07-07,"us","light"
"84734",2020-09-21,"us","light"
"14221",2020-11-24,"us","light"
"18299",2020-11-09,"us","light"
"68436",2020-07-03,"us","light"
"77146",2020-08-25,"us","light"
"80050",2020-08-07,"us","light"
"82280",2020-09-13,"us","light"
"53930",2020-06-14,"us","light"
"58463",2020-06-29,"us","light"
"176",2020-10-10,"us","light"
"35025",2019-03-15,"us","light"
"39273",2020-03-08,"us","light"
"46327",2020-05-01,"us","light"
"60504",2020-06-08,"us","light"
"65170",2019-07-21,"us","light"
"26273",2020-01-28,"us","light"
"54981",2020-06-15,"us","light"
"87098",2020-09-29,"us","light"
"2916",2020-10-17,"us","light"
"41900",2020-04-18,"us","light"
"48060",2020-05-19,"us","light"
"49845",2020-05-28,"us","light"
"1274",2020-10-12,"us","light"
"70684",2020-07-07,"us","light"
"23141",2020-12-27,"us","light"
"22388",2019-12-24,NA,"light"
"58975",2019-06-30,"us","light"
"23289",2019-12-28,"us","light"
"14754",2020-11-27,"us","light"
"84110",2020-09-19,"us","light"
"29184",2020-02-13,"us","light"
"4558",2020-10-23,"us","light"
"17066",2020-11-06,"us","light"
"32903",2019-02-06,"us","light"
"44723",2020-04-04,"us","light"
"57334",2020-06-24,"us","light"
"68917",2020-07-04,"us","light"
"35843",2020-03-18,"us","light"
"40647",2020-04-13,"us","light"
"48901",2020-05-23,"us","light"
"52014",2020-06-11,NA,"light"
"32498",2020-02-03,"us","light"
"87497",2020-09-03,"us","light"
"80789",2019-09-10,"de","light"
"62640",2019-07-14,"us","light"
"4387",2020-10-22,"us","light"
"51376",2020-05-08,"us","light"
"63916",2020-07-16,NA,"light"
"34035",2019-03-01,"ca","light"
"39667",2020-04-10,"ca","light"
"78042",2020-08-28,"ca","light"
"22102",2020-12-22,"us","light"
"37523",2020-03-27,NA,"light"
"971",2020-10-01,"us","light"
"4491",2020-10-23,"us","light"
"18484",2020-01-19,"us","light"
"20195",2020-12-14,"us","light"
"31250",2020-02-22,NA,"light"
"37648",2020-03-27,"us","light"
"38509",2020-03-03,"us","light"
"38512",2020-03-03,"us","light"
"43852",2020-04-27,"us","light"
"44107",2020-04-29,"us","light"
"60969",2020-07-10,"us","light"
"25149",2020-01-25,NA,"light"
"30616",2020-02-20,NA,"light"
"29067",2020-02-12,"us","light"
"53669",2020-06-13,"us","light"
"14606",2020-11-26,"us","light"
"16108",2020-11-04,"us","light"
"29364",2020-02-14,NA,"light"
"46574",2020-05-12,"gb","light"
"4797",2020-10-24,"us","light"
"16974",2020-11-06,"us","light"
"23428",2020-12-28,"us","light"
"23603",2020-12-29,"us","light"
"23902",2020-12-31,"us","light"
"23923",2020-12-31,"us","light"
"26058",2019-12-08,"us","light"
"29030",2020-02-12,"us","light"
"37906",2020-03-29,"us","light"
"44654",2020-04-04,"us","light"
"53570",2020-06-12,"us","light"
"67564",2020-07-29,"us","light"
"80710",2020-08-09,"us","light"
"3224",2020-10-19,"us","light"
"26944",2020-01-31,"us","light"
"28891",2020-02-01,"us","light"
"31080",2020-02-02,"us","light"
"20549",2020-12-16,"us","light"
"61688",2019-07-01,"us","light"
"83627",2020-09-17,"us","light"
"10998",2020-11-16,"us","light"
"33723",2020-03-10,"us","light"
"58955",2019-06-30,"us","light"
"64220",2020-07-17,"us","light"
"81020",2020-09-10,"us","light"
"32818",2020-02-05,NA,"light"
"81253",2020-09-11,"us","light"
"88767",2020-09-08,"us","light"
"38201",2020-03-31,"us","light"
"58741",2019-06-30,NA,"light"
"49509",2020-05-26,"us","light"
"80114",2020-08-07,"us","light"
"9088",2019-11-01,NA,"light"
"52262",2019-06-01,NA,"light"
"60553",2020-06-08,NA,"light"
"65731",2020-07-22,NA,"light"
"47906",2020-05-18,"us","light"
"68362",2020-07-03,"us","light"
"27936",2020-01-07,"us","light"
"23327",2020-12-28,NA,"light"
"16005",2020-11-04,"us","light"
"47544",2020-05-16,"us","light"
"806",2020-10-01,NA,"light"
"1321",2020-10-12,"us","light"
"8411",2020-01-10,"us","light"
"52033",2020-06-11,"us","light"
"59522",2020-06-03,"us","light"
"61226",2020-07-11,"us","light"
"63997",2020-07-16,"us","light"
"75696",2020-08-20,"us","light"
"81229",2020-09-11,"us","light"
"85011",2020-09-02,"us","light"
"86490",2020-09-27,"us","light"
"31681",2020-02-24,"us","light"
"50889",2020-05-05,"us","light"
"4335",2020-10-22,"us","light"
"11626",2020-11-18,"us","light"
"70528",2020-07-07,"us","light"
"71371",2020-08-10,"us","light"
"11160",2020-11-16,"us","light"
"13753",2020-11-22,"us","light"
"57933",2020-06-26,"us","light"
"81194",2020-09-11,"us","light"
"25048",2019-01-25,"us","light"
"65457",2020-07-02,NA,"light"
"67749",2020-07-30,"us","light"
"81774",2020-09-01,NA,"light"
"84172",2020-09-19,"us","light"
"80004",2020-08-07,"us","light"
"51079",2020-05-06,"us","light"
"60833",2020-06-09,"us","light"
"70801",2019-07-08,NA,"light"
"68978",2020-07-04,"ca","light"
"13565",2020-11-02,NA,"light"
"85269",2020-09-22,NA,"light"
"40897",2020-04-14,"us","light"
"72828",2020-08-12,"us","light"
"53558",2020-06-12,NA,"light"
"14368",2020-11-25,"us","light"
"11634",2020-11-18,"us","light"
"22840",2020-12-25,"us","light"
"22915",2020-12-25,"us","light"
"79388",2020-08-04,"us","light"
"74038",2020-08-15,"us","light"
"88167",2020-09-06,"us","light"
"42073",2020-04-19,"us","light"
"87951",2019-09-05,"us","light"
"31430",2020-02-23,"us","light"
"63609",2020-07-15,NA,"light"
"24754",2020-12-04,"us","light"
"64790",2020-07-19,"us","light"
"85635",2020-09-23,"us","light"
"27022",2020-01-03,"us","light"
"29656",2020-02-15,NA,"light"
"41555",2019-04-17,NA,"light"
"49456",2020-05-26,NA,"light"
"59026",2020-06-30,NA,"light"
"75939",2020-08-21,NA,"light"
"61073",2020-07-10,"us","light"
"73729",2019-08-15,"us","light"
"4339",2020-10-22,NA,"light"
"82906",2019-09-15,NA,"light"
"24698",2020-12-04,"gb","light"
"3631",2020-10-20,"us","light"
"11992",2019-01-01,"us","light"
"45459",2020-04-08,"us","light"
"70320",2020-07-06,"us","light"
"31034",2020-02-02,NA,"light"
"51658",2019-06-10,"us","light"
"8150",2020-10-09,"us","light"
"1596",2020-10-13,"us","light"
"13645",2020-11-22,"us","light"
"22861",2020-12-25,"us","light"
"31091",2020-02-02,"us","light"
"33944",2020-03-11,"us","light"
"42386",2019-04-21,"us","light"
"49228",2020-05-25,"us","light"
"51451",2020-05-08,"us","light"
"57571",2020-06-25,"us","light"
"77673",2020-08-27,"us","light"
"80188",2020-08-07,"us","light"
"85795",2020-09-24,"us","light"
"88925",2020-09-09,"us","light"
"80894",2020-09-10,"us","light"
"65012",2020-07-20,"us","light"
"51258",2020-05-07,NA,"light"
"27890",2020-01-07,"us","light"
"51463",2020-05-08,NA,"light"
"84061",2020-09-19,NA,"light"
"28598",2020-02-11,"us","light"
"78642",2020-08-31,"us","light"
"61840",2020-07-01,"us","light"
"81606",2020-09-01,"us","light"
"65905",2020-07-23,NA,"light"
"73834",2019-08-15,"us","light"
"81191",2020-09-11,NA,"light"
"47429",2020-05-15,"us","light"
"50240",2020-05-31,NA,"light"
"60664",2020-06-09,NA,"light"
"79629",2020-08-05,NA,"light"
"85755",2020-09-23,NA,"light"
"4861",2020-10-24,"ca","light"
"61335",2020-07-11,"us","light"
"83678",2020-09-17,"us","light"
"88662",2020-09-08,NA,"light"
"46024",2020-05-11,"us","light"
"24417",2020-01-23,NA,"light"
"84256",2020-09-19,"us","light"
"53555",2020-06-12,"us","light"
"16580",2020-11-05,"gb","light"
"41420",2020-04-16,"us","light"
"79276",2020-08-04,"us","light"
"82755",2019-09-15,"us","light"
"57585",2020-06-25,"us","light"
"23703",2020-12-30,NA,"light"
"14116",2020-11-24,NA,"light"
"51015",2020-05-06,"us","light"
"85595",2020-09-23,"us","light"
"2131",2019-10-15,NA,"light"
"4040",2020-10-02,"us","light"
"28188",2020-01-08,"us","light"
"35246",2020-03-15,"us","light"
"55830",2020-06-19,"us","light"
"79241",2020-08-04,"us","light"
"42047",2020-04-19,"us","light"
"2155",2019-10-15,"us","light"
"46269",2020-05-01,"us","light"
"76696",2020-08-23,"us","light"
"69007",2020-07-04,"us","light"
"87702",2020-09-04,"us","light"
"71361",2019-08-10,"us","light"
"54274",2019-06-15,"us","light"
"18125",2020-01-18,"us","light"
"25425",2020-01-26,"us","light"
"33220",2020-02-07,"us","light"
"40206",2020-04-01,"us","light"
"51050",2020-05-06,"us","light"
"55024",2020-06-15,"us","light"
"56323",2020-06-20,"us","light"
"80055",2020-08-07,"us","light"
"84113",2020-09-19,"us","light"
"43537",2020-04-26,"us","light"
"55882",2020-06-19,"us","light"
"82626",2020-09-14,"us","light"
"84487",2020-09-20,"us","light"
"7971",2020-10-08,"us","light"
"31271",2020-02-22,"us","light"
"31878",2020-02-26,"us","light"
"79728",2020-08-06,"us","light"
"80127",2020-08-07,"us","light"
"68729",2020-07-04,"gb","light"
"57729",2020-06-25,"us","light"
"69545",2020-07-04,"us","light"
"76120",2019-08-02,"us","light"
"88550",2020-09-07,NA,"light"
"24217",2020-12-31,NA,"light"
"83762",2020-09-18,"us","light"
"63633",2020-07-15,"us","light"
"85509",2019-09-23,"us","light"
"29461",2020-02-14,"us","light"
"72247",2020-08-01,"us","light"
"32289",2020-02-28,NA,"light"
"38547",2020-03-04,NA,"light"
"13549",2020-11-02,"us","light"
"48282",2020-05-20,"us","light"
"87755",2020-09-04,"gb","light"
"50110",2020-05-30,NA,"light"
"32551",2019-02-04,NA,"light"
"20046",2019-12-14,"us","light"
"38500",2020-03-03,"us","light"
"28342",2020-01-09,"us","light"
"28343",2020-01-09,"us","light"
"2614",2020-10-16,"us","light"
"31440",2020-02-23,"us","light"
"48148",2019-05-20,"us","light"
"14813",2019-11-28,"us","light"
"16517",2020-01-15,"us","light"
"40409",2020-04-12,"us","light"
"625",2019-10-01,"us","light"
"38074",2020-03-30,"us","light"
"42949",2019-04-23,"us","light"
"52071",2020-06-11,"us","light"
"55047",2020-06-15,"us","light"
"57825",2020-06-26,"us","light"
"58033",2020-06-27,"us","light"
"79059",2020-08-03,"us","light"
"81223",2020-09-11,"us","light"
"82621",2020-09-14,"us","light"
"38676",2019-03-05,NA,"light"
"65024",2020-07-20,NA,"light"
"40849",2020-04-14,"ca","light"
"50178",2020-05-30,"ca","light"
"50334",2020-05-31,"ca","light"
"65573",2020-07-02,"ca","light"
"70280",2020-07-06,"ca","light"
"79212",2020-08-04,"ca","light"
"83161",2020-09-15,"ca","light"
"85191",2019-09-22,"ca","light"
"61182",2019-07-11,NA,"light"
"29129",2020-02-12,"us","light"
"44053",2020-04-28,"us","light"
"78317",2019-08-30,"us","light"
"78318",2019-08-30,"us","light"
"22098",2020-12-22,"us","light"
"49386",2020-05-26,"us","light"
"49574",2020-05-27,"us","light"
"74489",2020-08-16,"us","light"
"50203",2020-05-30,"us","light"
"63885",2020-07-16,"ca","light"
"3475",2019-10-20,NA,"light"
"22032",2019-12-22,"us","light"
"49720",2020-05-28,"us","light"
"81826",2020-09-01,NA,"light"
"31482",2020-02-23,"us","light"
"79581",2020-08-05,"us","light"
"1100",2019-10-12,NA,"light"
"88253",2020-09-06,"ca","light"
"983",2020-10-01,"us","light"
"6740",2020-10-03,"us","light"
"83623",2020-09-17,"us","light"
"36133",2019-03-20,"us","light"
"57383",2020-06-24,"us","light"
"4567",2020-10-23,"us","light"
"42365",2020-04-20,"us","light"
"54033",2020-06-14,"us","light"
"63377",2019-07-15,"us","light"
"68425",2020-07-03,"us","light"
"81817",2020-09-01,"us","light"
"50051",2019-05-30,NA,"light"
"11487",2020-11-18,"ca","light"
"32783",2020-02-05,"ca","light"
"48128",2019-05-20,"us","light"
"69377",2020-07-04,NA,"light"
"45758",2019-05-10,"us","light"
"17367",2020-11-07,"us","light"
"36462",2020-03-21,"us","light"
"74920",2020-08-18,"us","light"
"54267",2019-06-15,"us","light"
"62971",2019-07-15,"us","light"
"66333",2020-07-24,"us","light"
"65990",2020-07-23,"us","light"
"55316",2020-06-16,"us","light"
"84187",2020-09-19,"us","light"
"51654",2019-06-10,"us","light"
"354",2020-10-11,"us","light"
"6063",2020-10-30,"us","light"
"17206",2020-11-06,"us","light"
"27333",2020-01-04,"us","light"
"28636",2020-02-11,"us","light"
"33887",2020-03-11,"us","light"
"35767",2020-03-18,"us","light"
"38260",2020-03-31,"us","light"
"41778",2020-04-18,"us","light"
"47137",2019-05-15,"us","light"
"55904",2020-06-19,"us","light"
"78407",2020-08-30,"us","light"
"84984",2020-09-02,"us","light"
"86849",2020-09-28,"us","light"
"46228",2019-05-01,"us","light"
"5195",2020-10-26,"us","light"
"6277",2019-10-31,"us","light"
"7353",2019-10-06,"us","light"
"14598",2020-11-26,"us","light"
"18099",2020-01-18,"us","light"
"23629",2020-12-29,"us","light"
"27369",2020-01-04,"us","light"
"41261",2020-04-15,"us","light"
"45946",2019-05-11,"us","light"
"49559",2019-05-27,"us","light"
"51994",2020-06-11,"us","light"
"59899",2020-06-05,"us","light"
"79672",2019-08-06,"us","light"
"86931",2020-09-29,"us","light"
"88307",2020-09-06,"us","light"
"88810",2020-09-08,"us","light"
"17839",2020-11-08,"us","light"
"32140",2020-02-27,"us","light"
"32322",2020-02-28,"us","light"
"45109",2020-04-06,"us","light"
"58341",2020-06-28,"us","light"
"68888",2020-07-04,"us","light"
"68896",2020-07-04,"us","light"
"13856",2019-11-23,"us","light"
"3459",2019-10-20,NA,"light"
"13542",2020-11-02,"us","light"
"35594",2019-03-17,"us","light"
"39387",2020-03-08,"us","light"
"49928",2020-05-29,"us","light"
"73973",2020-08-15,"us","light"
"8727",2019-11-11,"us","light"
"43382",2020-04-25,NA,"light"
"75364",2020-08-19,"us","light"
"74872",2020-08-18,NA,"light"
"13803",2020-11-22,"us","light"
"33267",2020-02-08,NA,"light"
"85999",2019-09-25,NA,"light"
"73160",2020-08-13,"us","light"
"71130",2020-07-09,NA,"light"
"12951",2020-11-20,"us","light"
"43592",2020-04-26,"us","light"
"49678",2020-05-27,"us","light"
"67885",2020-07-30,"us","light"
"85376",2020-09-22,"us","light"
"87947",2019-09-05,NA,"light"
"41671",2020-04-17,"us","light"
"20402",2020-12-15,"us","light"
"31664",2020-02-24,"us","light"
"57736",2020-06-25,"us","light"
"62440",2020-07-13,"us","light"
"62499",2020-07-13,"us","light"
"63279",2019-07-15,"us","light"
"71510",2020-08-10,"us","light"
"76998",2020-08-24,"us","light"
"77802",2020-08-27,"us","light"
"88298",2020-09-06,"us","light"
"56102",2020-06-20,NA,"light"
"29900",2020-02-16,"gb","light"
"33777",2020-03-10,NA,"light"
"39703",2020-04-10,"ca","light"
"39891",2020-04-11,"ca","light"
"43428",2020-04-25,"ca","light"
"24415",2020-12-03,"us","light"
"29988",2020-02-16,"us","light"
"31813",2020-02-25,"us","light"
"45892",2020-05-10,"us","light"
"57062",2020-06-23,"us","light"
"61333",2020-07-11,"us","light"
"67384",2020-07-28,"us","light"
"82210",2020-09-13,"us","light"
"84111",2020-09-19,"us","light"
"67798",2020-07-30,NA,"light"
"3665",2020-10-20,"us","light"
"45323",2020-04-07,"us","light"
"63165",2019-07-15,"us","light"
"14954",2020-11-28,"us","light"
"68431",2020-07-03,"us","light"
"75276",2020-08-19,"us","light"
"84275",2020-09-19,"us","light"
"27740",2020-01-06,"us","light"
"389",2020-10-11,"us","light"
"4236",2020-10-22,"us","light"
"70339",2020-07-06,"us","light"
"82208",2020-09-13,"us","light"
"88170",2020-09-06,"us","light"
"45198",2020-04-07,NA,"light"
"69768",2020-07-04,"us","light"
"30719",2020-02-20,"us","light"
"33041",2020-02-06,"us","light"
"55877",2020-06-19,"us","light"
"45962",2020-05-11,"us","light"
"45841",2020-05-10,NA,"light"
"20",2019-10-10,NA,"light"
"58535",2020-06-29,NA,"light"
"75366",2020-08-19,NA,"light"
"24766",2020-01-24,"us","light"
"76173",2020-08-02,"us","light"
"58593",2019-06-30,"us","light"
"57471",2020-06-24,"us","light"
"17055",2020-01-16,"us","light"
"24917",2020-12-04,"us","light"
"78715",2020-08-31,"us","light"
"77101",2019-08-25,"us","light"
"46821",2020-05-13,"us","light"
"226",2020-10-10,"us","light"
"4666",2019-10-24,"us","light"
"15429",2020-11-30,"us","light"
"17595",2020-11-07,"us","light"
"18530",2020-01-20,"us","light"
"25302",2020-12-05,"us","light"
"26990",2020-01-31,"us","light"
"41983",2020-04-19,"us","light"
"42535",2020-04-21,"us","light"
"43723",2020-04-27,"us","light"
"53891",2020-06-14,"us","light"
"54953",2020-06-15,"us","light"
"67960",2020-07-31,"us","light"
"71128",2020-07-09,"us","light"
"71543",2020-08-10,"us","light"
"74381",2020-08-16,"us","light"
"86098",2020-09-25,"us","light"
"12120",2019-01-01,"us","light"
"18677",2020-01-20,NA,"light"
"18137",2019-01-19,"us","light"
"59870",2020-06-05,"us","light"
"26092",2020-12-08,"us","light"
"3961",2020-10-21,"us","light"
"52913",2019-06-01,"us","light"
"89036",2020-09-09,"us","light"
"2069",2019-10-15,"us","light"
"21849",2020-01-22,"us","light"
"83279",2019-09-16,"us","light"
"81556",2019-09-01,NA,"light"
"45739",2019-05-10,"us","light"
"52949",2019-06-01,"us","light"
"24761",2020-01-24,"us","light"
"84329",2019-09-20,"us","light"
"45391",2020-04-08,"us","light"
"14760",2020-11-27,"us","light"
"17624",2020-01-17,"us","light"
"48425",2020-05-21,"us","light"
"60142",2020-06-06,"us","light"
"72921",2019-08-13,"us","light"
"87510",2020-09-03,"us","light"
"9234",2020-11-01,NA,"light"
"27934",2020-01-07,"us","light"
"40203",2020-04-01,NA,"light"
"82874",2019-09-15,NA,"light"
"8974",2019-11-01,NA,"light"
"5010",2020-10-25,"us","light"
"10424",2019-11-15,"us","light"
"12272",2020-01-01,"us","light"
"20427",2020-12-15,"us","light"
"24481",2020-01-23,"us","light"
"42415",2020-04-21,"us","light"
"83471",2020-09-16,"us","light"
"516",2020-10-11,"ca","light"
"26032",2020-01-27,"ca","light"
"48773",2020-05-22,"ca","light"
"53613",2020-06-12,"ca","light"
"56144",2020-06-20,"ca","light"
"68707",2020-07-04,"us","light"
"15923",2020-11-04,"us","light"
"19132",2019-12-01,"us","light"
"63330",2019-07-15,"us","light"
"76726",2020-08-23,"us","light"
"60977",2020-07-10,"ca","light"
"49672",2020-05-27,"us","light"
"59866",2020-06-05,"us","light"
"29228",2020-02-13,"us","light"
"54133",2019-06-15,NA,"light"
"29388",2020-02-14,"us","light"
"29487",2020-02-14,"us","light"
"14357",2020-11-25,"us","light"
"69434",2020-07-04,"us","light"
"70542",2020-07-07,"us","light"
"70128",2019-07-06,NA,"light"
"73092",2020-08-13,"us","light"
"8010",2020-10-09,"ca","light"
"12764",2019-11-20,"ca","light"
"13301",2020-11-02,"ca","light"
"16507",2020-11-05,"ca","light"
"40141",2020-04-01,"ca","light"
"43905",2020-04-28,"ca","light"
"48212",2020-05-20,"ca","light"
"57674",2020-06-25,"ca","light"
"61901",2020-07-01,"ca","light"
"66748",2020-07-26,"ca","light"
"69070",2020-07-04,"ca","light"
"71740",2020-08-11,"ca","light"
"79698",2020-08-06,"ca","light"
"83800",2020-09-18,"ca","light"
"86292",2020-09-26,"ca","light"
"88789",2020-09-08,"ca","light"
"84733",2020-09-21,"us","light"
"44796",2019-04-05,"us","light"
"80087",2020-08-07,"us","light"
"80443",2020-08-08,"us","light"
"85534",2019-09-23,"us","light"
"4870",2020-10-24,"us","light"
"11058",2020-11-16,"us","light"
"33997",2019-03-01,"us","light"
"43385",2020-04-25,"us","light"
"61946",2020-07-01,"us","light"
"62259",2020-07-12,"us","light"
"77336",2020-08-25,"us","light"
"13831",2020-11-22,"us","light"
"70976",2020-07-08,NA,"light"
"11314",2020-11-17,"us","light"
"36951",2020-03-23,"us","light"
"45990",2020-05-11,"us","light"
"46023",2020-05-11,"us","light"
"46368",2020-05-01,"us","light"
"30907",2020-02-21,"us","light"
"70775",2020-07-07,"us","light"
"36566",2020-03-02,"us","light"
"64130",2020-07-17,"us","light"
"498",2020-10-11,"us","light"
"80122",2020-08-07,"us","light"
"81656",2020-09-01,NA,"light"
"15961",2020-01-14,"us","light"
"30072",2020-02-17,"us","light"
"35950",2020-03-19,"us","light"
"87624",2020-09-03,"us","light"
"36276",2020-03-20,"us","light"
"38111",2020-03-30,"us","light"
"40591",2020-04-13,"us","light"
"32674",2020-02-04,NA,"light"
"49154",2020-05-24,"us","light"
"56030",2019-06-20,"us","light"
"56819",2020-06-22,"us","light"
"57468",2020-06-24,"us","light"
"61501",2019-07-01,NA,"light"
"61134",2020-07-10,"us","light"
"88981",2020-09-09,"us","light"
"26891",2020-01-31,"us","light"
"47208",2019-05-15,"us","light"
"37281",2020-03-25,"us","light"
"51624",2020-05-09,"au","light"
"19600",2019-12-12,"au","light"
"28643",2020-02-11,"gb","light"
"53471",2019-06-12,"gb","light"
"4996",2020-10-25,"us","light"
"54319",2019-06-15,NA,"light"
"34644",2020-03-13,"us","light"
"6460",2020-10-31,"us","light"
"12455",2020-01-01,"us","light"
"25156",2020-01-25,"us","light"
"28308",2020-01-09,"us","light"
"33004",2020-02-06,"us","light"
"38760",2020-03-05,"us","light"
"54652",2019-06-15,"us","light"
"58252",2020-06-28,"us","light"
"32252",2020-02-28,"us","light"
"68248",2020-07-03,"us","light"
"47220",2020-05-15,NA,"light"
"12972",2020-11-20,"us","light"
"56941",2020-06-22,"us","light"
"60801",2020-06-09,"us","light"
"79769",2020-08-06,"us","light"
"83893",2020-09-18,"us","light"
"88561",2020-09-07,"us","light"
"62776",2020-07-14,NA,"light"
"78264",2020-08-29,"gb","light"
"72419",2020-08-01,"us","light"
"27628",2020-01-06,NA,"light"
"5240",2020-10-26,"us","light"
"18773",2019-12-10,"us","light"
"60697",2020-06-09,"us","light"
"65728",2020-07-22,"us","light"
"75580",2020-08-20,"us","light"
"82188",2019-09-13,"us","light"
"35024",2019-03-15,"us","light"
"2624",2020-10-16,"us","light"
"7013",2020-10-04,"us","light"
"12158",2020-01-01,"us","light"
"12177",2020-01-01,"us","light"
"21030",2020-12-19,"us","light"
"22483",2020-12-24,"us","light"
"29772",2020-02-15,"us","light"
"38937",2020-03-06,"us","light"
"62707",2020-07-14,"us","light"
"73566",2019-08-15,"us","light"
"83699",2020-09-17,"us","light"
"10993",2020-11-16,"us","light"
"39847",2019-04-11,"us","light"
"43559",2020-04-26,"us","light"
"60847",2019-07-10,NA,"light"
"57061",2020-06-23,NA,"light"
"78496",2020-08-30,NA,"light"
"78336",2019-08-30,NA,"light"
"53709",2020-06-13,"us","light"
"57052",2020-06-23,"us","light"
"60740",2020-06-09,"us","light"
"74590",2019-08-17,"us","light"
"83825",2020-09-18,"us","light"
"87357",2020-09-30,"us","light"
"71060",2020-07-09,"us","light"
"16199",2020-01-14,"us","light"
"44220",2020-04-29,"us","light"
"51563",2020-05-09,"us","light"
"67247",2020-07-28,"ca","light"
"74874",2020-08-18,"ca","light"
"86239",2020-09-26,"ca","light"
"73006",2020-08-13,NA,"light"
"17044",2020-01-16,"us","light"
"59693",2020-06-04,"us","light"
"87884",2020-09-04,NA,"light"
"76987",2020-08-24,"us","light"
"13453",2020-11-02,"us","light"
"38304",2020-03-31,"us","light"
"8187",2020-10-09,"us","light"
"48093",2020-05-19,"us","light"
"86722",2020-09-28,NA,"light"
