"","datetime","country","shape"
"9891",2020-11-13,"us","light"
"28214",2020-01-09,"gb","light"
"22248",2020-12-23,"gb","light"
"67223",2020-07-28,"gb","light"
"55383",2020-06-17,"us","light"
"13405",2020-11-02,"us","light"
"36081",2020-03-19,"us","light"
"63491",2020-07-15,"gb","light"
"62482",2020-07-13,"us","light"
"32411",2020-02-03,"us","light"
"32565",2020-02-04,"us","light"
"50069",2020-05-30,"gb","light"
"50273",2020-05-31,"gb","light"
"63971",2020-07-16,"gb","light"
"46164",2019-05-01,"us","light"
"26276",2020-12-08,"us","light"
"19169",2019-12-01,NA,"light"
"77405",2019-08-26,NA,"light"
"76373",2020-08-22,"us","light"
"80021",2020-08-07,"us","light"
"14358",2020-11-25,"us","light"
"15839",2020-11-03,"us","light"
"16892",2019-11-06,"us","light"
"47244",2020-05-15,"us","light"
"86851",2020-09-28,"au","light"
"82962",2020-09-15,"gb","light"
"7757",2019-10-08,"us","light"
"65182",2019-07-21,"us","light"
"77283",2020-08-25,"us","light"
"281",2020-10-10,"us","light"
"1236",2020-10-12,"us","light"
"5072",2020-10-25,"us","light"
"12949",2020-11-20,"us","light"
"17939",2020-11-08,"us","light"
"21926",2020-12-02,"us","light"
"35640",2020-03-17,"us","light"
"38976",2020-03-06,"us","light"
"43211",2020-04-24,"us","light"
"44340",2020-04-30,"us","light"
"44384",2020-04-30,"us","light"
"53584",2020-06-12,"us","light"
"56103",2020-06-20,"us","light"
"56437",2020-06-21,"us","light"
"57698",2020-06-25,"us","light"
"59251",2020-06-30,"us","light"
"59753",2020-06-05,"us","light"
"59823",2020-06-05,"us","light"
"60783",2020-06-09,"us","light"
"70909",2020-07-08,"us","light"
"71546",2020-08-10,"us","light"
"72056",2019-08-01,"us","light"
"73357",2020-08-14,"us","light"
"77369",2020-08-25,"us","light"
"80623",2020-08-09,"us","light"
"80309",2020-08-08,NA,"light"
"2771",2020-10-17,"us","light"
"9416",2020-01-11,"au","light"
"11011",2020-11-16,NA,"light"
"27321",2020-01-04,"us","light"
"85369",2020-09-22,"us","light"
"15403",2020-11-30,"us","light"
"58526",2020-06-29,"us","light"
"74234",2020-08-15,"us","light"
"15813",2020-11-03,"us","light"
"42496",2020-04-21,"us","light"
"47653",2020-05-17,"us","light"
"78406",2020-08-30,"us","light"
"85618",2020-09-23,"us","light"
"48198",2020-05-20,"ca","light"
"85486",2020-09-22,"us","light"
"16246",2020-01-14,"us","light"
"82126",2020-09-12,"us","light"
"79389",2020-08-04,NA,"light"
"29806",2020-02-15,NA,"light"
"75113",2019-08-19,"us","light"
"4122",2020-10-02,"us","light"
"34472",2020-03-12,"us","light"
"81696",2020-09-01,"us","light"
"15303",2020-11-30,"us","light"
"52393",2019-06-01,NA,"light"
"34730",2020-03-13,NA,"light"
"62916",2019-07-15,NA,"light"
"1640",2019-10-14,"us","light"
"12749",2019-11-20,"us","light"
"37963",2020-03-29,"us","light"
"37964",2020-03-29,"us","light"
"54098",2019-06-15,"us","light"
"72814",2020-08-12,"us","light"
"78520",2020-08-30,"us","light"
"25564",2020-01-26,"us","light"
"56951",2020-06-22,"us","light"
"78504",2020-08-30,"us","light"
"84805",2020-09-21,"us","light"
"85321",2020-09-22,"us","light"
"14492",2020-11-26,"us","light"
"32218",2020-02-28,"us","light"
"41522",2020-04-16,NA,"light"
"41669",2020-04-17,"us","light"
"50010",2020-05-29,"us","light"
"72803",2020-08-12,NA,"light"
"87822",2020-09-04,NA,"light"
"8745",2019-11-11,"gb","light"
"67616",2020-07-29,"gb","light"
"78075",2020-08-28,"gb","light"
"66621",2020-07-25,"us","light"
"29715",2020-02-15,NA,"light"
"88938",2020-09-09,"gb","light"
"54230",2019-06-15,"us","light"
"64885",2019-07-20,NA,"light"
"63624",2020-07-15,NA,"light"
"69825",2019-07-05,NA,"light"
"84040",2020-09-19,NA,"light"
"76192",2020-08-02,NA,"light"
"29341",2019-02-14,"us","light"
"85453",2020-09-22,"us","light"
"32555",2020-02-04,"us","light"
"49341",2020-05-25,"us","light"
"80936",2020-09-10,"us","light"
"11988",2019-01-01,NA,"light"
"27081",2020-01-03,"us","light"
"85848",2020-09-24,"us","light"
"12548",2020-01-01,"us","light"
"29535",2020-02-14,"us","light"
"51553",2020-05-09,"us","light"
"4476",2020-10-23,"us","light"
"4477",2020-10-23,"us","light"
"11552",2020-11-18,"us","light"
"19078",2020-12-11,"us","light"
"40340",2019-04-12,"us","light"
"66069",2020-07-23,"us","light"
"52268",2019-06-01,"us","light"
"81444",2019-09-01,"us","light"
"76237",2020-08-02,"us","light"
"16725",2020-01-15,"us","light"
"17097",2020-01-16,"us","light"
"26506",2020-12-09,"us","light"
"30029",2020-02-16,"us","light"
"35038",2019-03-15,"us","light"
"35179",2020-03-15,"us","light"
"39425",2020-03-08,"us","light"
"47465",2020-05-15,"us","light"
"68037",2020-07-31,"us","light"
"74987",2020-08-18,"us","light"
"79767",2020-08-06,"us","light"
"80072",2020-08-07,"us","light"
"43360",2019-04-25,"us","light"
"59602",2020-06-04,"us","light"
"42936",2020-04-22,NA,"light"
"49072",2020-05-24,NA,"light"
"58426",2020-06-29,NA,"light"
"40221",2020-04-01,"us","light"
"81580",2020-09-01,NA,"light"
"82491",2020-09-14,NA,"light"
"19964",2020-12-13,NA,"light"
"50596",2020-05-04,"us","light"
"31816",2020-02-25,"us","light"
"35531",2020-03-16,"us","light"
"53212",2020-06-01,"us","light"
"29600",2019-02-15,NA,"light"
"50032",2020-05-29,"us","light"
"70967",2020-07-08,"us","light"
"51722",2019-06-10,"us","light"
"5309",2020-10-26,NA,"light"
"31997",2019-02-27,"de","light"
"34582",2019-03-13,NA,"light"
"1266",2020-10-12,"us","light"
"12137",2020-01-01,NA,"light"
"58085",2020-06-27,NA,"light"
"55290",2020-06-16,NA,"light"
"30905",2020-02-21,NA,"other"
"53863",2019-06-14,NA,"other"
"76599",2020-08-23,NA,"other"
"37551",2020-03-27,"de","other"
"39919",2020-04-11,"us","other"
"14540",2020-11-26,"gb","other"
"32583",2020-02-04,"gb","other"
"29790",2020-02-15,"us","other"
"22245",2020-12-23,"us","other"
"9851",2020-11-13,"us","other"
"8545",2020-11-10,NA,"other"
"19411",2020-01-21,"gb","other"
"54960",2020-06-15,"us","other"
"31301",2020-02-22,"us","other"
"82572",2020-09-14,"us","other"
"49985",2020-05-29,NA,"other"
"49986",2020-05-29,NA,"other"
"64116",2020-07-17,"us","other"
"29730",2020-02-15,"au","other"
"60323",2020-06-07,"au","other"
"17734",2020-11-08,"us","other"
"18633",2020-01-20,NA,"other"
"26774",2020-01-30,"us","other"
"5153",2020-10-26,"us","other"
"64032",2020-07-16,"us","other"
"74907",2020-08-18,"ca","other"
"40375",2020-04-12,"ca","other"
"62704",2020-07-14,"ca","other"
"58028",2020-06-27,"us","other"
"59938",2019-06-06,"us","other"
"70250",2020-07-06,NA,"other"
"34817",2020-03-14,NA,"other"
"49587",2020-05-27,NA,"other"
"3795",2020-10-21,"us","other"
"13653",2020-11-22,"us","other"
"32260",2020-02-28,"us","other"
"40093",2019-04-01,"us","other"
"59994",2019-06-06,"us","other"
"65095",2020-07-20,"us","other"
"13989",2020-11-23,"us","other"
"53054",2019-06-01,"us","other"
"22829",2020-12-25,NA,"other"
"77882",2019-08-28,NA,"other"
"56152",2020-06-20,"us","other"
"23501",2020-12-29,"us","other"
"3062",2020-10-18,"us","other"
"3286",2020-10-19,"us","other"
"11597",2020-11-18,"us","other"
"13115",2020-11-21,"us","other"
"13609",2019-11-22,"us","other"
"17098",2020-01-16,"us","other"
"21791",2020-01-22,"us","other"
"24996",2019-12-05,"us","other"
"31985",2020-02-26,"us","other"
"38837",2020-03-05,"us","other"
"50321",2020-05-31,"us","other"
"50643",2020-05-04,"us","other"
"58113",2020-06-27,"us","other"
"60537",2020-06-08,"us","other"
"72961",2020-08-13,"us","other"
"79289",2020-08-04,"us","other"
"87883",2020-09-04,"us","other"
"36857",2019-03-23,"us","other"
"27955",2020-01-07,NA,"other"
"7258",2020-10-05,"us","other"
"26258",2020-01-28,"us","other"
"60727",2020-06-09,"us","other"
"20337",2020-12-15,"us","other"
"82097",2020-09-12,"us","other"
"11256",2020-11-17,"us","other"
"46725",2020-05-13,"us","other"
"26617",2020-12-09,"us","other"
"28381",2019-02-10,"au","other"
"14773",2020-11-27,"au","other"
"27290",2020-01-04,"us","other"
"68584",2019-07-04,NA,"other"
"53838",2019-06-14,"us","other"
"65020",2020-07-20,NA,"other"
"4515",2020-10-23,"us","other"
"57631",2020-06-25,"us","other"
"80977",2020-09-10,"us","other"
"27897",2020-01-07,"us","other"
"52817",2019-06-01,"us","other"
"25051",2019-12-05,"us","other"
"59233",2020-06-30,NA,"other"
"66437",2020-07-25,"au","other"
"65800",2020-07-22,"us","other"
"13442",2020-01-12,"us","other"
"17853",2020-01-18,NA,"other"
"15528",2020-11-03,"us","other"
"22462",2020-12-24,"us","other"
"17306",2020-11-07,"us","other"
"58146",2020-06-27,"us","other"
"73415",2020-08-14,"us","other"
"24661",2019-01-24,"us","other"
"53554",2020-06-12,"us","other"
"35755",2019-03-18,"us","other"
"34656",2020-03-13,"gb","other"
"54218",2019-06-15,"us","other"
"11320",2020-11-17,"us","other"
"39639",2019-04-10,"us","other"
"70667",2020-07-07,"us","other"
"57435",2020-06-24,"us","other"
"12903",2020-11-20,"us","other"
"56159",2020-06-20,"us","other"
"63318",2019-07-15,"us","other"
"86782",2020-09-28,"us","other"
"66823",2020-07-26,"us","other"
"46861",2019-05-14,NA,"other"
"35281",2020-03-15,"us","other"
"87414",2020-09-30,"us","other"
"20539",2020-12-16,"us","other"
"74145",2020-08-15,"us","other"
"73624",2019-08-15,"ca","other"
"38675",2019-03-05,"us","other"
"51382",2020-05-08,"us","other"
"3054",2020-10-18,"us","other"
"4210",2020-10-22,"us","other"
"66602",2020-07-25,"us","other"
"71426",2020-08-10,"us","other"
"42846",2020-04-22,"us","other"
"54565",2019-06-15,"us","other"
"57239",2020-06-23,"us","other"
"65932",2020-07-23,"us","other"
"7675",2020-10-07,"us","other"
"54311",2019-06-15,NA,"other"
"85696",2020-09-23,NA,"other"
"79929",2019-08-07,NA,"other"
"79930",2019-08-07,NA,"other"
"11308",2020-11-17,"us","other"
"37609",2020-03-27,"us","other"
"42608",2020-04-02,"us","other"
"50195",2020-05-30,"us","other"
"24330",2020-01-23,"de","other"
"7698",2020-10-07,"us","other"
"36844",2020-03-22,"us","other"
"88947",2020-09-09,"us","other"
"66997",2020-07-27,"us","other"
"12411",2020-01-01,"us","other"
"34348",2020-03-12,"us","other"
"44646",2020-04-04,"us","other"
"75774",2020-08-20,"us","other"
"81859",2020-09-01,"us","other"
"45955",2020-05-11,NA,"other"
"80221",2019-08-08,NA,"other"
"156",2020-10-10,"us","other"
"86471",2020-09-27,"us","other"
"3206",2019-10-19,"us","other"
"32395",2019-02-03,"us","other"
"23769",2020-12-30,"us","other"
"84508",2020-09-20,"us","other"
"39729",2020-04-10,"us","other"
"59829",2020-06-05,"us","other"
"32524",2020-02-03,"us","other"
"50575",2020-05-04,"us","other"
"57774",2019-06-26,"us","other"
"78481",2020-08-30,"us","other"
"78687",2020-08-31,"us","other"
"27374",2020-01-04,"us","other"
"54937",2020-06-15,"us","other"
"78862",2020-08-31,NA,"other"
"42506",2020-04-21,"us","other"
"78043",2020-08-28,"us","other"
"40062",2019-04-01,"us","other"
"60494",2020-06-08,"us","other"
"42977",2020-04-23,"us","other"
"74321",2019-08-16,NA,"other"
"31460",2020-02-23,"us","other"
"9639",2020-11-12,NA,"other"
"18155",2019-11-09,"us","other"
"31745",2020-02-25,"us","other"
"45078",2020-04-06,"us","other"
"71818",2020-08-11,"us","other"
"79968",2020-08-07,"us","other"
"80790",2019-09-10,"us","other"
"85265",2020-09-22,"us","other"
"31230",2020-02-22,"us","other"
"42663",2020-04-02,"us","other"
"74932",2020-08-18,"au","other"
"27360",2020-01-04,"us","other"
"55380",2020-06-17,"us","other"
"10969",2020-11-16,"us","other"
"73493",2019-08-15,"us","other"
"24894",2020-01-24,"us","other"
"57387",2020-06-24,"us","other"
"72236",2020-08-01,"us","other"
"82971",2020-09-15,"gb","other"
"15540",2020-11-03,"us","other"
"10096",2019-11-14,"us","other"
"24037",2020-12-31,"us","other"
"47180",2019-05-15,"us","other"
"56561",2019-06-02,"us","other"
"87867",2020-09-04,"us","other"
"36333",2019-03-21,NA,"other"
"20716",2019-12-17,NA,"other"
"6293",2019-10-31,"us","other"
"81093",2020-09-11,"us","other"
"19360",2020-01-21,"us","other"
"71791",2020-08-11,"us","other"
"48313",2020-05-20,"us","other"
"83988",2019-09-19,"us","other"
"16779",2020-01-15,"us","other"
"72294",2020-08-01,"us","other"
"40552",2020-04-13,NA,"other"
"26929",2020-01-31,"us","other"
"45091",2020-04-06,NA,"other"
"1455",2020-10-13,"us","other"
"16531",2020-01-15,"us","other"
"24328",2020-01-23,"us","other"
"29978",2020-02-16,"us","other"
"32697",2020-02-04,"us","other"
"36563",2020-03-02,"us","other"
"52914",2019-06-01,"us","other"
"85719",2020-09-23,"us","other"
"51696",2019-06-10,"us","other"
"2987",2019-10-18,"us","other"
"77216",2020-08-25,"us","other"
"1540",2020-10-13,NA,"other"
"35112",2019-03-15,NA,"other"
"20965",2020-12-18,NA,"other"
"60516",2020-06-08,"us","other"
"15175",2020-11-29,"us","other"
"7754",2019-10-08,"us","other"
"18261",2020-11-09,"us","other"
"30209",2020-02-17,"us","other"
"41544",2019-04-17,"us","other"
"78708",2020-08-31,"us","other"
"13757",2020-11-22,"us","other"
"18265",2020-11-09,"us","other"
"24826",2020-01-24,"us","other"
"39301",2020-03-08,"us","other"
"41635",2020-04-17,"us","other"
"56681",2020-06-02,"us","other"
"58671",2019-06-30,"us","other"
"58692",2019-06-30,"us","other"
"66855",2020-07-26,"us","other"
"87970",2020-09-05,"us","other"
"23409",2020-12-28,NA,"other"
"45586",2020-04-09,"us","other"
"54598",2019-06-15,NA,"other"
"38400",2020-03-03,"us","other"
"16558",2020-01-15,NA,"other"
"64948",2020-07-20,NA,"other"
"75691",2020-08-20,"us","other"
"7697",2020-10-07,"us","other"
"25155",2020-01-25,"us","other"
"35635",2020-03-17,"us","other"
"38559",2020-03-04,"us","other"
"62763",2020-07-14,"us","other"
"76",2019-10-10,"us","other"
"2066",2019-10-15,"us","other"
"2340",2020-10-15,"us","other"
"2426",2020-10-15,"us","other"
"2565",2020-10-16,"us","other"
"3024",2020-10-18,"us","other"
"7579",2019-10-07,"us","other"
"8873",2020-11-11,"us","other"
"9180",2020-11-01,"us","other"
"11074",2020-11-16,"us","other"
"18300",2020-11-09,"us","other"
"25605",2020-01-26,"us","other"
"28625",2020-02-11,"us","other"
"29222",2020-02-13,"us","other"
"35942",2020-03-19,"us","other"
"38966",2020-03-06,"us","other"
"41014",2019-04-15,"us","other"
"50703",2020-05-04,"us","other"
"53675",2020-06-13,"us","other"
"54280",2019-06-15,"us","other"
"81212",2020-09-11,"us","other"
"87336",2020-09-30,"us","other"
"57276",2019-06-24,"us","other"
"68346",2020-07-03,"us","other"
"69514",2020-07-04,"us","other"
"69776",2020-07-04,"us","other"
"25473",2020-12-06,NA,"other"
"26563",2020-01-29,NA,"other"
"32528",2020-02-03,NA,"other"
"1149",2020-10-12,NA,"other"
"79959",2020-08-07,NA,"other"
"50385",2020-05-03,"us","other"
"56435",2020-06-21,"us","other"
"61270",2020-07-11,"gb","other"
"5661",2020-10-28,"us","other"
"66020",2020-07-23,"us","other"
"28775",2020-02-01,"us","other"
"42373",2019-04-21,"de","other"
"30970",2020-02-02,"us","other"
"55157",2020-06-16,"us","other"
"16538",2020-01-15,"us","other"
"19479",2020-12-01,"us","other"
"37464",2020-03-26,"us","other"
"45555",2020-04-09,"us","other"
"46747",2020-05-13,"us","other"
"59650",2020-06-04,"us","other"
"88153",2019-09-06,"us","other"
"56231",2020-06-20,"us","other"
"62127",2020-07-12,NA,"other"
"56020",2019-06-20,NA,"other"
"64683",2020-07-19,"us","other"
"79426",2019-08-05,"au","other"
"21271",2020-01-02,"us","other"
"2394",2020-10-15,"us","other"
"60584",2020-06-08,"us","other"
"77364",2020-08-25,NA,"other"
"19775",2020-12-12,"us","other"
"28448",2020-02-10,"us","other"
"54111",2019-06-15,"us","other"
"60845",2019-07-10,"us","other"
"42725",2020-04-02,NA,"other"
"12059",2019-01-01,NA,"other"
"18661",2020-01-20,"us","other"
"16503",2020-11-05,NA,"other"
"46715",2020-05-13,NA,"other"
"13681",2020-11-22,"us","other"
"71241",2020-07-09,"us","other"
"84017",2020-09-19,"us","other"
"79411",2019-08-05,NA,"other"
"39780",2020-04-10,"us","other"
"4120",2020-10-02,NA,"other"
"29203",2020-02-13,NA,"other"
"13656",2020-11-22,"us","other"
"72644",2020-08-12,"us","other"
"54417",2019-06-15,"us","other"
"83173",2020-09-15,"us","other"
"64647",2020-07-19,NA,"other"
"62296",2019-07-13,"us","other"
"82698",2019-09-15,"ca","other"
"17346",2020-11-07,"ca","other"
"45300",2020-04-07,"ca","other"
"76561",2020-08-22,"ca","other"
"62474",2020-07-13,"us","other"
"41331",2019-04-16,NA,"other"
"1754",2020-10-14,"us","other"
"30064",2019-02-17,"us","other"
"2339",2020-10-15,"us","other"
"2739",2019-10-17,"us","other"
"20254",2019-12-15,"us","other"
"71513",2020-08-10,NA,"other"
"61991",2020-07-01,"ca","other"
"22514",2020-12-24,"gb","other"
"18856",2020-12-10,"us","other"
"22033",2019-12-22,"us","other"
"28893",2020-02-01,NA,"other"
"65688",2019-07-22,NA,"other"
"3113",2020-10-18,"us","other"
"13768",2020-11-22,"us","other"
"68765",2020-07-04,"us","other"
"6352",2020-10-31,"us","other"
"17000",2020-01-16,"us","other"
"25079",2020-12-05,"us","other"
"79368",2020-08-04,"us","other"
"9417",2020-11-01,"us","other"
"77012",2020-08-24,"us","other"
"53783",2020-06-13,"us","other"
"77600",2020-08-26,"us","other"
"61425",2019-07-01,"us","other"
"31291",2020-02-22,NA,"other"
"78688",2020-08-31,"us","other"
"72350",2020-08-01,NA,"other"
"6718",2020-10-03,"us","other"
"63211",2019-07-15,"us","other"
"54712",2019-06-15,"us","other"
"46430",2020-05-01,"us","other"
"55874",2020-06-19,"us","other"
"74960",2020-08-18,"us","other"
"77480",2020-08-26,"us","other"
"88926",2020-09-09,"us","other"
"73809",2019-08-15,"us","other"
"87443",2019-09-03,"us","other"
"61489",2019-07-01,"us","other"
"46602",2020-05-12,"gb","other"
"50759",2019-05-05,NA,"other"
"81723",2020-09-01,NA,"other"
"79435",2020-08-05,NA,"other"
"9270",2020-01-11,"us","other"
"80534",2019-08-09,"us","other"
"77554",2020-08-26,NA,"other"
"9421",2020-11-01,"us","other"
"55704",2020-06-18,"us","other"
"52455",2019-06-01,"us","other"
"52878",2019-06-01,"us","other"
"63189",2019-07-15,"us","other"
"47628",2019-05-17,"us","other"
"78703",2020-08-31,"us","other"
"31896",2020-02-26,"us","other"
"13328",2020-01-12,"us","other"
"25113",2020-12-05,"us","other"
"38548",2020-03-04,"us","other"
"38887",2020-03-06,"us","other"
"39469",2020-03-09,"us","other"
"5907",2020-10-29,"us","other"
"6698",2020-10-03,"us","other"
"14716",2020-11-27,"us","other"
"15715",2020-11-03,"us","other"
"17697",2020-11-08,"us","other"
"17995",2020-11-08,"us","other"
"24808",2020-01-24,"us","other"
"35301",2020-03-15,"us","other"
"75005",2020-08-18,"us","other"
"14842",2020-11-28,"us","other"
"28447",2020-02-10,NA,"other"
"26106",2020-12-08,"us","other"
"26107",2020-12-08,"us","other"
"54282",2019-06-15,"us","other"
"70007",2020-07-05,"us","other"
"72313",2020-08-01,"us","other"
"36544",2020-03-02,"us","other"
"35556",2020-03-16,"us","other"
"49619",2020-05-27,"us","other"
"70252",2020-07-06,"us","other"
"61894",2020-07-01,NA,"other"
"25837",2020-01-27,"us","other"
"60441",2019-06-08,"us","other"
"62338",2020-07-13,"us","other"
"19475",2020-12-01,"us","other"
"26571",2020-12-09,"us","other"
"52148",2019-06-01,"us","other"
"15966",2020-11-04,"us","other"
"41256",2020-04-15,"us","other"
"50138",2020-05-30,"us","other"
"63010",2019-07-15,"us","other"
"49306",2020-05-25,"us","other"
"64988",2020-07-20,"us","other"
"11746",2020-11-19,"us","other"
"72377",2020-08-01,"us","other"
"59023",2020-06-30,"us","other"
"78984",2020-08-03,"us","other"
"4073",2020-10-02,"us","other"
"82537",2020-09-14,"us","other"
"557",2019-10-01,"us","other"
"52366",2019-06-01,"us","other"
"8287",2020-01-10,"us","other"
"13659",2020-11-22,"us","other"
"23331",2020-12-28,"us","other"
"49256",2020-05-25,"us","other"
"63468",2020-07-15,"us","other"
"44257",2019-04-30,NA,"other"
"9190",2020-11-01,"us","other"
"14377",2020-11-25,"us","other"
"19381",2020-01-21,"us","other"
"70937",2020-07-08,"us","other"
"63961",2020-07-16,NA,"other"
"38308",2020-03-31,"us","other"
"57160",2020-06-23,"us","other"
"12377",2020-01-01,"us","other"
